"ACCELEROMETER X (m/s²)","ACCELEROMETER Y (m/s²)","ACCELEROMETER Z (m/s²)","GRAVITY X (m/s²)","GRAVITY Y (m/s²)","GRAVITY Z (m/s²)","LINEAR ACCELERATION X (m/s²)","LINEAR ACCELERATION Y (m/s²)","LINEAR ACCELERATION Z (m/s²)","GYROSCOPE X (rad/s)","GYROSCOPE Y (rad/s)","GYROSCOPE Z (rad/s)","LIGHT (lux)","MAGNETIC FIELD X (μT)","MAGNETIC FIELD Y (μT)","MAGNETIC FIELD Z (μT)","azimuth","ORIENTATION X (pitch °)","ORIENTATION Y (roll °)","PROXIMITY (i)","ATMOSPHERIC PRESSURE (hPa)","SOUND LEVEL (dB)","LOCATION Latitude : ","LOCATION Longitude : ","LOCATION Altitude ( m)","LOCATION Altitude-google ( m)","LOCATION Altitude-atmospheric pressure ( m)","LOCATION Speed ( Kmh)","LOCATION Accuracy ( m)","LOCATION ORIENTATION (°)","Time since start in ms ","Time since start in ms ","YYYY-MO-DD HH-MI-SS_SSS"
"0.398635","2.606089","9.973048","0.714602","2.108857","9.550522","-0.315968","0.497232","0.422526","-0.005326","0.027697","-0.003196","945.0","-36.2","17.5","5.1","64.8197",-12543,"-4.1311","3.15","1019.8088","67.15856","44.740112","10.77258","226.8569","114.11734466164735","93.0514","19.35484","40.0033","20 / 22",26544,"2017-01-29 09:40:09:991",
"0.582988","2.445677","9.391256","0.658688","2.081371","9.560566","0.309767","0.291283","0.247282","-0.003196","0.028762","0.005326","935.0","-36.4","17.6","5.2","64.8115","-12.3745","-4.0275","3.15","1019.8226","67.26573","44.740112","10.77258","226.8569","114.11734466164735","93.0514","19.35484","40.0033","20 / 22",27043,"2017-01-29 09:40:10:490",
"0.536301","2.505532","9.31105","0.612775","2.070968","9.565876","-0.062109","0.046703","-0.285951","0.017044","-0.041545","0.001065","934.0","-36.0","17.6","5.0","64.8685","-12.2124","-3.4782","3.15",1019821,"69.47209","44.740284","10.772788","227.4034","114.11734466164735","92.2505","19.35484","40.0059","20 / 22",27544,"2017-01-29 09:40:10:991",
"1.063026","2.041057","9.985018","0.641874","2.074302","9.563246","0.217644","-0.095494","0.321217","0.012783","-0.004261","0.003196","941.0","-35.9","17.5","5.7","65.0912","-12.0434","-3.9237","3.15","1019.8254","68.19234","44.740284","10.772788","227.4034","114.11734466164735","92.2505","19.35484","40.0059","20 / 22",28043,"2017-01-29 09:40:11:490",
"0.878672","2.631228","10.894814","0.667238","2.154095","9.54385","0.669923","0.038994","0.964302","-0.011718","-0.031958","-0.001065","939.0","-36.9","18.3","5.0","65.3915","-12.5554","-4.1524","3.15","1019.8096","67.60752","44.74046","10.772993","227.8951","114.11734466164735","91.0388","19.35484","40.0701","20 / 22",28543,"2017-01-29 09:40:11:990",
"0.68953","1.962048","9.560048","0.579319","2.097927","9.562086","0.110211","-0.135879","-0.002038","-0.001065","-0.021305","0.004261","948.0","-36.4","17.3","5.6","66.4879","-12.3113","-3.4218","3.15","1019.8114","66.73668","44.74046","10.772993","227.8951","114.11734466164735","91.0388","19.35484","40.0701","20 / 22",29044,"2017-01-29 09:40:12:491",
"1.370681","2.206257","9.774328","0.648775","2.089542","9.559462","-0.462027","-0.151436","-0.357347","-0.007457","0.015979","0.008522","943.0","-36.0","17.7","5.2","64.8406","-12.3518","-3.8097","3.15",1019824,"69.07167","44.740627","10.773195","228.4194","114.11734466164735","89.8704","19.35484","39.8993","20 / 22",29543,"2017-01-29 09:40:12:990",
"0.20231","2.121263","9.83179","0.667721","2.098802","9.556128","-0.024877","-0.346246","-0.114593","0.017044","-0.012783","-0.004261","945.0","-36.1","17.7","4.7","64.8469","-12.4549","-3.8675","3.15","1019.8546","67.43041","44.740627","10.773195","228.4194","114.11734466164735","89.8704","19.35484","39.8993","20 / 22",30043,"2017-01-29 09:40:13:490",
"0.433351","1.774103","9.379286","0.616504","1.850863","9.610652","-0.183153","-0.07676","-0.231366","0.021305","0.007457","0.005326","958.0","-35.9","17.6","5.1","64.6841","-10.8974","-3.4437","3.15","1019.8714","68.24033","44.7408","10.7733965",228835,"114.11734466164735","88.9684","19.35484","39.9668","20 / 22",30544,"2017-01-29 09:40:13:991",
"0.342371","1.740585","9.624692","0.669926","1.860713","9.605172","-0.092923","-0.110552","-0.100191","-0.002131","0.047937","-0.005326","945.0","-36.1","17.6","5.3","64.6122",-10891,"-4.0071","3.15","1019.8902","69.31998","44.7408","10.7733965",228835,"114.11734466164735","88.9684","19.35484","39.9668","20 / 22",31043,"2017-01-29 09:40:14:490",
"0.707487","2.229002","9.83179","0.582488","1.880819","9.606956","0.124999","0.348183","0.224833","0.007457","-0.036219","0.002131","953.0","-35.9","17.5","4.9","64.7324","-11.2088","-3.4082","3.15","1019.9114","70.0546","44.74097","10.773599","229.2745","114.11734466164735","87.7132","19.35484","40.0431","20 / 22",31543,"2017-01-29 09:40:14:990",
"0.559046","1.690306","8.951922","0.67348","1.704812","9.633818","-0.370614","-0.433491","-0.780059","0.011718","0.006392","0.009587","939.0","-36.0","17.7","4.9","64.5354","-10.3488","-4.0632","3.15","1019.6838","67.23233","44.74097","10.773599","229.2745","114.11734466164735","87.7132","19.35484","40.0431","20 / 22",32043,"2017-01-29 09:40:15:490",
"0.979229","1.703475","9.301474","0.697695","1.35598","9.68736","0.564049","-0.306122","-0.089005","-0.009587","0.043676","-0.006392","928.0","-36.9","18.9","6.3","63.8095","-7.8762",-4098,"3.15","1019.9654","68.23096","44.741135","10.77379","229.6532","114.11734466164735","85.0432","19.35484","39.8268","20 / 22",32544,"2017-01-29 09:40:15:991",
"0.663194","1.182736","10.030508","0.606144","1.183851","9.716042","-0.309263","-0.232156","-0.588147","0.008522","-0.015979","0.0","941.0","-35.4","18.7","7.4","62.69","-7.0197","-3.3297","3.15","1019.9814","69.08078","44.741135","10.77379","229.6532","114.11734466164735","85.0432","19.35484","39.8268","20 / 22",33044,"2017-01-29 09:40:16:491",
"0.837971","0.720655","10.568008","0.670211","0.796686","9.75123","0.16776","-0.076031","0.816776","-0.027697","0.03835","-0.001065","902.0","-35.2","17.5","7.2","64.915","-4.6411","-3.6592","3.15","1019.9866","69.29848","44.741295","10.773979","229.8086","114.11734466164735","83.8427","19.35484","40.1637","20 / 22",33543,"2017-01-29 09:40:16:990",
"0.457293","0.986411","9.42238","0.529422","0.593692","9.774336","0.292986","0.459757","0.788882","0.015979","-0.006392","0.001065","944.0","-34.8","17.5","7.1","63.4418","-3.4708","-3.1004","3.15","1020.0394","64.95972","44.741295","10.773979","229.8086","114.11734466164735","83.8427","19.35484","40.1637","20 / 22",34044,"2017-01-29 09:40:17:491",
"0.981623","0.258574","9.709686","0.523728","0.416842","9.78378","0.457895","-0.158268","-0.074094","0.013848","-0.033023","0.002131","942.0","-36.0","17.6","6.2","63.8456","-2.4361","-3.0641","3.15","1020.0884","68.66809","44.741447","10.774157",229465,"114.11734466164735","75.5264","19.35484","40.0233","20 / 22",34543,"2017-01-29 09:40:17:990",
"0.678756","-0.803255","9.491814","0.521666","-0.469373","9.78151","-0.611449","0.073133","-0.038305","-0.023436","-0.008522","-0.001065","933.0","-36.0","17.9","5.7","63.4145","2.3297","-3.0588","3.15","1020.1144","67.6994","44.741447","10.774157",229465,"107.73703822150308","75.5264","19.35484","40.0233","20 / 22",35044,"2017-01-29 09:40:18:491",
"1.033098","-1.154005","10.374076","0.662456","-0.476235","9.772654","-0.230302","0.193719","1.445379","0.010653","0.0","-0.006392","930.0","-36.4","18.0","5.4","63.4664","2.7739","-3.8687","3.15","1020.1392","66.68958","44.74158","10.774312","229.5066","107.73703822150308",67204,"19.35484","39.8403","20 / 22",35544,"2017-01-29 09:40:18:991",
"0.630872","-0.160411","9.442732","0.702869","-0.39463","9.773466","-0.071997","0.234218","-0.330734","-0.006392","0.001065","-0.006392","928.0","-36.5","17.9","5.4","63.4959","2.2262","-4.0058","3.15","1020.2102","67.62284","44.74158","10.774312","229.5066","107.73703822150308",67204,"19.35484","39.8403","20 / 22",36043,"2017-01-29 09:40:19:490",
"1.483208","0.4956","9.941922","1.600285","0.240002","9.672222","-0.042857","-0.442312","-2.011974","-0.031958","-0.072438","-0.074569","930.0","-36.3","17.7","5.6","63.7627",-999,"-8.2995","3.15",1020249,"67.97495","44.74169","10.774447","229.8616","107.73703822150308","57.5378","19.35484",39872,"20 / 22",36544,"2017-01-29 09:40:19:991",
"3.83192","0.363919","10.34774","3.025015","0.333748","9.32246","0.772189","-0.158972","1.037251","-0.036219","-0.069242","-0.16192","906.0","-37.0","17.4","5.8","65.1491","-1.9447","-17.5789","3.15","1020.2894","65.64827","44.74169","10.774447","229.8616","107.73703822150308","57.5378","19.35484",39872,"20 / 22",37043,"2017-01-29 09:40:20:490",
"3.930082","1.695095","9.89763","3.675229","1.403472","8.982946","-0.265885","-0.048353","-0.076516","-0.04048","-0.085221","-0.201335","881.0","-38.6","16.3","5.9","66.0021","-8.0677","-21.9229","3.15","1020.3076","67.8414","44.741802","10.774583","230.8684","107.73703822150308","50.9359","25.806452","41.9352","20 / 22",37544,"2017-01-29 09:40:20:991",
"4.19943","1.715446","9.888054","3.850468","1.40457","8.909064","0.348962","0.310875","0.978989","0.028762","-0.109722","-0.246076","858.0","-40.2","14.9","6.0","67.3319","-8.2346","-23.3738","3.15","1020.3312","66.75324","44.741802","10.774583","230.8684","107.73703822150308","50.9359","25.806452","41.9352","20 / 22",38044,"2017-01-29 09:40:21:491",
"4.179079","1.355118","9.485828","3.962936","1.416255","8.85775","0.216143","-0.061137","0.628078","-0.006392","-0.057524","-0.250337","843.0","-41.4","13.1","6.0","70.0568","-8.2932","-23.9843","3.15","1020.3396","64.1035","44.74188","10.77474",232502,"107.73703822150308","47.6246","25.806452","59.0383","20 / 22",38544,"2017-01-29 09:40:21:991",
"3.174712","1.431733","9.03931","3.389488","1.679302","9.047746","-0.27104","-0.142225","0.544624","-0.022371","-0.064981","-0.191748","826.0","-42.2","11.0","6.3","73.3051",-9619,"-20.8844","3.15","1020.3394","67.37116","44.74188","10.77474",232502,"107.73703822150308","47.6246","25.806452","59.0383","20 / 22",39043,"2017-01-29 09:40:22:490",
"0.702698","1.997961","9.47266","1.509061","1.980269","9.485338","-0.10127","0.441466","-0.161119","0.002131","0.107592","-0.079895","826.0","-42.7","9.4","6.4","78.2028","-11.7165","-9.5802","3.15","1020.3328","65.93309","44.74192","10.774896","234.0018","107.73703822150308","46.0697","25.806452","73.6806","20 / 22",39544,"2017-01-29 09:40:22:991",
"-0.918176","1.272518","8.990228","-0.086002","2.057083","9.588086","-0.548461","-0.243475","-0.09388","-0.005326","0.010653","0.042611","825.0","-42.6","8.9","6.5","80.1789","-11.9423","-0.6442","3.15","1020.3286","63.46851","44.74192","10.774896","234.0018","107.73703822150308","46.0697","25.806452","73.6806","20 / 22",40044,"2017-01-29 09:40:23:491",
"-2.200271","1.818396","9.271546","-1.645196","1.96254","9.46637","0.023125","0.594468","-0.021243","-0.011718","0.044741","0.175769","855.0","-41.9","9.5","6.0","81.1389","-11.4685","9.1389","3.15","1020.3284","65.47522","44.741955","10.77504","234.7461","107.73703822150308","44.1271","25.806452","74.1796","20 / 22",40543,"2017-01-29 09:40:23:990",
"-2.385822","1.971625","9.48104","-1.994902","1.905119","9.4107","-0.671041","-0.147774","-0.058947","0.005326","0.077764","0.210922","865.0","-41.3","11.1","5.8","78.371","-11.2473","11.8117","3.15","1020.3464","63.6761","44.741955","10.77504","234.7461","107.73703822150308","44.1271","25.806452","74.1796","20 / 22",41043,"2017-01-29 09:40:24:490",
"-1.94888","2.926912","9.13388","-2.525905","2.312394","9.189288","-0.215456","-0.031917","0.233092","-0.011718","0.089482","0.236489","908.0","-40.4","13.4","5.4","76.3836","-13.5814",15291,"3.15","1020.3774","62.87563","44.74199","10.775182","236.6858","107.73703822150308","42.6012","25.806452","70.6787","20 / 22",41543,"2017-01-29 09:40:24:990",
"-2.880225","2.394202","9.050082","-2.751939","2.528159","9.06673","-0.583183","-0.410487","0.245518","0.015979","0.051133","0.276969","927.0","-39.2","14.6","5.2","73.6606","-14.5484",16318,"3.15","1020.3722","64.79528","44.74199","10.775182","236.6858","107.73703822150308","42.6012","25.806452","70.6787","20 / 22",42044,"2017-01-29 09:40:25:491",
"-3.318364","2.170344","9.32422","-2.909104","2.523121","9.018946","-0.009428","-0.221096","-0.029915","0.010653","0.069242","0.280165","960.0","-37.3","16.4","4.9","71.4525","-14.9492","17.8979","3.15","1020.3638","65.56479","44.74205","10.775281","238.9136","107.73703822150308","40.6299","25.806452","49.9401","20 / 22",42544,"2017-01-29 09:40:25:991",
"-4.036624","2.009932","9.562442","-3.034919","2.557457","8.967668","-0.569552","0.121655","0.629491","0.001065","0.068177","0.284426","1006.0","-35.1","18.3","4.5","67.309","-15.1749",18834,"3.15","1020.3456","65.51906","44.74205","10.775281","238.9136","107.73703822150308","40.6299","25.806452","49.9401","20 / 22",43044,"2017-01-29 09:40:26:491",
"-3.392584","2.667141","9.854534","-2.921418","2.525833","9.014202","-0.471166","0.141308","0.840332","0.007457","0.109722","0.278034","1004.0","-32.1","19.2","4.7","63.2491","-15.0039","17.7883","3.15","1020.3108","65.33599","44.742146","10.775365",241482,"107.73703822150308","43.5309","25.806452","29.9364","20 / 22",43543,"2017-01-29 09:40:26:990",
"-2.651578","2.981978","9.30267","-2.333292","2.70267","9.133548","0.413142","0.323601","0.404952","0.008522","0.049002","0.223706","1010.0","-29.9","20.4","4.5","60.3435","-15.9761","14.8216","3.15","1020.2988","65.24863","44.742146","10.775365",241482,"107.73703822150308","43.5309","25.806452","29.9364","20 / 22",44044,"2017-01-29 09:40:27:491",
"-0.039504","2.887407","8.90643","-0.943257","2.878777","9.32702","0.903753","0.00863","-0.420588","0.002131","0.022371","0.112918","980.0","-28.5","20.6","4.2","56.6147",-16951,"5.9811","3.15","1020.2876","63.85361","44.74224","10.775412","243.6907","107.73703822150308","43.9591","25.806452","13.9343","20 / 22",44544,"2017-01-29 09:40:27:991",
"-0.323217","3.010709","9.417592","-0.005239","2.947847","9.353104","0.385917","0.065255","-0.037264","0.014914","0.002131","0.049002","952.0","-27.8","21.0","4.8","56.5237","-17.4575","0.1879","3.15","1020.3048","63.62674","44.74224","10.775412","243.6907","107.73703822150308","43.9591","25.806452","13.9343","20 / 22",45044,"2017-01-29 09:40:28:491",
"0.432153","3.040636","8.777144","0.920413","3.003561","9.289878","-0.48826","0.037075","-0.512734","0.0","0.002131","0.002131","924.0","-27.8","20.7","4.6","55.8452","-17.8979","-5.1388","3.15","1020.2872","62.79611","44.742344","10.775447","244.3222","107.73703822150308","46.1798","19.35484","12.7103","20 / 22",45544,"2017-01-29 09:40:28:991",
"3.084929","2.529474","8.846576","2.302597","2.726635","9.134216","0.943941","-0.617343","0.234296","0.015979","-0.087352","-0.110787","911.0","-28.3","21.0","4.3","53.3665","-16.1602","-13.6874","3.15","1020.2674","63.38625","44.742344","10.775447","244.3222","107.73703822150308","46.1798","19.35484","12.7103","20 / 22",46043,"2017-01-29 09:40:29:490",
"3.205836","2.755726","10.309434","3.518012","2.644665","8.763544","-0.312176","0.111061","1.545889","0.015979","-0.039415","-0.196009","940.0","-29.3","20.8","4.1","52.0221","-15.5133","-22.0518","3.15","1020.2892","65.75176","44.742462","10.775481","243.9835","107.73703822150308","48.1145","19.35484","12.7708","20 / 22",46544,"2017-01-29 09:40:29:991",
"4.631583","2.925715","9.651028","3.143631","2.833047","8.846568","-1.819637","0.048375","-1.171955","-0.033023","0.012783","-0.155529","946.0","-30.1","19.7","5.3","55.3404","-16.6945","-19.6219","3.15",1020304,"65.52304","44.742462","10.775481","243.9835","107.73703822150308","48.1145","19.35484","12.7708","20 / 22",47043,"2017-01-29 09:40:30:490",
"2.244564","2.822764","9.985018","2.818538","2.871096","8.943322","-0.573974","-0.048332","1.041696","0.049002","-0.034088","-0.151268","946.0","-32.5","19.4","5.8","59.1332","-16.9209","-17.5339","3.15","1020.3182","66.21875","44.742584","10.775528","243.4779","107.73703822150308","49.3429","19.35484","15.9774","20 / 22",47543,"2017-01-29 09:40:30:990",
"1.854309","3.169923","7.310695","2.882415","2.933885","8.902494","0.407218","0.02894","-0.428216","0.041545","-0.071373","-0.143811","943.0","-33.4","18.6","5.4","59.0331","-17.3788","-18.0097","3.15",1020294,"65.2545","44.742584","10.775528","243.4779","107.73703822150308","49.3429","19.35484","15.9774","20 / 22",48044,"2017-01-29 09:40:31:491",
"3.351883","3.985149","10.473436","2.901881","3.145052","8.823724","-1.719145","-1.399679","-1.795545","0.051133","-0.067112","-0.128897","913.0","-36.2","16.7","6.0","63.6326","-18.7056","-18.2046","3.15","1020.2848","70.50719","44.74269","10.775619","244.1507","107.73703822150308","53.1134","19.35484","32.8884","20 / 22",48544,"2017-01-29 09:40:31:991",
"1.681927","2.773683","7.495049","1.952562","3.275307","9.034946","-0.893127","-0.511201","-2.668763","-0.07883","0.073503","-0.055394","935.0","-35.4","18.6","5.7","62.4983","-19.4443",-12397,"3.15","1020.2716","74.73752","44.74269","10.775619","244.1507","107.73703822150308","53.1134","19.35484","32.8884","20 / 22",49044,"2017-01-29 09:40:32:491",
"0.967258","3.671508","7.946356","1.172985","3.3325","9.148166","0.706463","-0.532481","-1.499887","0.007457","0.013848","-0.019175","940.0","-36.3","18.6","5.6","64.392","-19.7962","-7.6379","3.15","1020.2646","72.59021","44.742805","10.7757225","244.6929","107.73703822150308","55.5829","19.35484","35.1332","20 / 22",49544,"2017-01-29 09:40:32:991",
"0.134075","3.694253","10.55005","0.966233","3.348003","9.16666","0.483456","-0.149349","-1.78773","-0.053263","0.015979","-0.008522","949.0","-35.3","18.0","5.0","64.8806","-19.98","-6.4832","3.15","1020.2494","74.79764","44.742805","10.7757225","244.6929","107.73703822150308","55.5829","19.35484","35.1332","20 / 22",50044,"2017-01-29 09:40:33:491",
"0.470461","4.231752","10.102334","1.063905","3.383458","9.142796","-0.09545","-0.511612","-0.590706","0.0","0.002131","-0.019175","943.0","-35.6","18.0","5.1","65.4584","-20.2781","-6.5727","3.15",1020234,"74.61614","44.742912","10.775839","244.9694","107.73703822150308","59.1056","19.35484","36.5505","20 / 22",50544,"2017-01-29 09:40:33:991",
413,"2.900576","8.147469","0.820984","3.420456","9.154062","0.285137","-0.28046","0.129456","-0.003196","0.013848","-0.088417","918.0","-35.9","17.7","5.2","65.6846","-20.4233","-5.8433","3.15",1020224,"72.8206","44.742912","10.775839","244.9694","107.73703822150308","59.1056","19.35484","36.5505","20 / 22",51044,"2017-01-29 09:40:34:491",
"-0.384269","2.49835","9.126698","-0.190104","3.046621","9.31946","-0.522171","-0.877474","-1.340783","-0.08096","0.056459","-0.498544","828.0","-39.6","11.8","3.6","75.5796","-19.2616","-0.0946","3.15","1020.1992","71.51064","44.743023","10.775971","244.8087","107.73703822150308","63.51","19.35484","37.6335","20 / 22",51544,"2017-01-29 09:40:34:991",
"-0.794875","2.215834","9.182962","-0.648673","2.332377","9.503138","-0.146202","-0.116543","-0.320177","-0.219444","0.023436","-0.561394","434.0","-47.5","-6.6","0.7","98.5465","-15.1556","4.5603","3.15","1020.1558","69.81488","44.743023","10.775971","244.8087","107.73703822150308","63.51","19.35484","37.6335","20 / 22",52043,"2017-01-29 09:40:35:490",
"0.003591","3.469198","9.549274","-0.848835","4.126849","8.855448","0.289789","-0.421822","0.562144","1.275122","-0.030893","-0.377104","173.0","-52.3","1.8","-9.9","84.7421","-24.8684","4.5553","0.0",1020115,"70.72733","44.74315","10.776113","244.3405","107.73703822150308","67.0067","19.35484","38.31","20 / 22",52543,"2017-01-29 09:40:35:990",
"-1.662773","10.884042","6.566098","-0.548906","7.8019","5.916024","-1.055209","3.179106","0.530365","2.255165","0.325971","0.183225","131.0","-43.2","5.3","-4.6","84.9431","-52.7094","5.3009","0.0","1020.1136","71.56197","44.74315","10.776113","244.3405","107.73703822150308","67.0067","19.35484","38.31","20 / 22",53044,"2017-01-29 09:40:36:491",
"2.402582","8.275559","0.786495","1.965169","9.480354","1.559212","0.437413","-1.204795","-0.772717","-0.919323","1.477522","-1.542503","273.0","6.8","-18.1","-25.9","291.0751","-75.9356","-44.3106","0.0","1020.0752","71.50025","44.74327","10.776266","244.5793","107.73703822150308","70.7286","25.806452","39.1051","20 / 22",53544,"2017-01-29 09:40:36:991",
"-4.526238","6.560113","6.361394","-4.39771","7.659233","4.262228","0.668741","-0.398816","0.97868","-1.480717","-2.711098","-0.92465","301.0","8.2","-4.9","-28.5","36.7154","-49.0274","41.1333","3.15","1020.0284","68.91973","44.74327","10.776266","244.5793","107.73703822150308","70.7286","25.806452","39.1051","20 / 22",54043,"2017-01-29 09:40:37:490",
"-1.027112","6.617574","5.027824","-0.767536","7.076576","6.74561","-0.263168","-0.469776","-1.58012","0.279099","0.049002","-0.150202","508.0","-10.1","-1.2","-31.8","32.1136","-45.6887","6.1475","3.15","1019.9696","67.69268","44.743412","10.776435","245.6178","107.73703822150308","74.1136","19.35484","39.1592","20 / 22",54543,"2017-01-29 09:40:37:990",
